type	publication_id	year	journal	title	authors	publish_date	citation_count	citation_count_category	relative_citation_ratio	rcr_range	nih_percentile	doi	project.queried_project_id
publication	34941392	2021	Science	Dietary fiber and probiotics influence the gut microbiome and melanoma immunotherapy response.	Christine N Spencer, Jennifer L McQuade, Vancheswaran Gopalakrishnan, John A McCulloch, Marie Vetizou, Alexandria P Cogdill, Md A Wadud Khan, Xiaotao Zhang, Michael G White, Christine B Peterson, Matthew C Wong, Golnaz Morad, Theresa Rodgers, Jonathan H Badger, Beth A Helmink, Miles C Andrews, Richard R Rodrigues, Andrey Morgun, Young S Kim, Jason Roszik, Kristi L Hoffman, Jiali Zheng, Yifan Zhou, Yusra B Medik, Laura M Kahn, Sarah Johnson, Courtney W Hudgens, Khalida Wani, Pierre-Olivier Gaudreau, Angela L Harris, Mohamed A Jamal, Erez N Baruch, Eva Perez-Guijarro, Chi-Ping Day, Glenn Merlino, Barbara Pazdrak, Brooke S Lochmann, Robert A Szczepaniak-Sloane, Reetakshi Arora, Jaime Anderson, Chrystia M Zobniw, Eliza Posada, Elizabeth Sirmans, Julie Simon, Lauren E Haydu, Elizabeth M Burton, Linghua Wang, Minghao Dang, Karen Clise-Dwyer, Sarah Schneider, Thomas Chapman, Nana-Ama A S Anang, Sheila Duncan, Joseph Toker, Jared C Malke, Isabella C Glitza, Rodabe N Amaria, Hussein A Tawbi, Adi Diab, Michael K Wong, Sapna P Patel, Scott E Woodman, Michael A Davies, Merrick I Ross, Jeffrey E Gershenwald, Jeffrey E Lee, Patrick Hwu, Vanessa Jensen, Yardena Samuels, Ravid Straussman, Nadim J Ajami, Kelly C Nelson, Luigi Nezi, Joseph F Petrosino, P Andrew Futreal, Alexander J Lazar, Jianhua Hu, Robert R Jenq, Michael T Tetzlaff, Yan Yan, Wendy S Garrett, Curtis Huttenhower, Padmanee Sharma, Stephanie S Watowich, James P Allison, Lorenzo Cohen, Giorgio Trinchieri, Carrie R Daniel, Jennifer A Wargo	24-Dec-2021	0	<=4		N/A		10.1126/science.aaz7015	U54CA224070
publication	34944813	2021	Cancers (Basel)	Higher Radiation Dose to the Immune Cells Correlates with Worse Tumor Control and Overall Survival in Patients with Stage III NSCLC: A Secondary Analysis of RTOG0617.	Jian-Yue Jin, Chen Hu, Ying Xiao, Hong Zhang, Rebecca Paulus, Susannah G Ellsworth, Steven E Schild, Jeffrey A Bogart, Michael Chris Dobelbower, Vivek S Kavadi, Samir Narayan, Puneeth Iyengar, Cliff Robinson, Joel S Greenberger, Christopher Koprowski, Mitchell Machtay, Walter Curran, Hak Choy, Jeffrey D Bradley, Feng-Ming Spring Kong	8-Dec-2021	0	<=4		N/A		10.3390/cancers13246193	U24CA180803
publication	34944995	2021	Cancers (Basel)	Influence of Estrogen Treatment on ESR1+ and ESR1- Cells in ER+ Breast Cancer: Insights from Single-Cell Analysis of Patient-Derived Xenograft Models.	Hitomi Mori, Kohei Saeki, Gregory Chang, Jinhui Wang, Xiwei Wu, Pei-Yin Hsu, Noriko Kanaya, Xiaoqiang Wang, George Somlo, Masafumi Nakamura, Andrea Bild, Shiuan Chen	19-Dec-2021	0	<=4		N/A		10.3390/cancers13246375	U54CA209978
publication	34945755	2021	J Pers Med	Economic Evaluation of Universal Lynch Syndrome Screening Protocols among Newly Diagnosed Patients with Colorectal Cancer.	Jing Hao, Dina Hassen, James M Gudgeon, Susan R Snyder, Heather Hampel, Marc S Williams, Ravi N Sharaf, Christine Y Lu, Janet L Williams, Victoria Schlieder, Alanna Kulchak Rahm	2-Dec-2021	0	<=4		N/A		10.3390/jpm11121284	R01CA211723
publication	34949671	2022	Cancer Res	IgA-Dominated Humoral Immune Responses Govern Patients' Outcome in Endometrial Cancer.	Gunjan Mandal, Subir Biswas, Carmen M Anadon, Xiaoqing Yu, Chandler D Gatenbee, Sandhya Prabhakaran, Kyle K Payne, Ricardo A Chaurio, Alexandra Martin, Patrick Innamarato, Carlos Moran, John J Powers, Carly M Harro, Jessica A Mine, Kimberly B Sprenger, Kristen E Rigolizzo, Xuefeng Wang, Tyler J Curiel, Paulo C Rodriguez, Alexander R Anderson, Ozlen Saglam, Jose R Conejo-Garcia	1-Mar-2022	0	<=4		N/A		10.1158/0008-5472.CAN-21-2376	R01CA211913
publication	34951956	2022	Cancer Cell	Functional precision oncology: Testing tumors with drugs to identify vulnerabilities and novel combinations.	Anthony Letai, Patrick Bhola, Alana L Welm	10-Jan-2022	0	<=4		N/A		10.1016/j.ccell.2021.12.004	U54CA224076
publication	34952480	2021	Eur J Cancer	Chemotherapy after immune checkpoint inhibitor failure in metastatic melanoma: a retrospective multicentre analysis.	Simone M Goldinger, Kristina Buder-Bakhaya, Serigne N Lo, Andrea Forschner, Meredith McKean, Lisa Zimmer, Chloe Khoo, Reinhard Dummer, Zeynep Eroglu, Elizabeth I Buchbinder, Paolo A Ascierto, Ralf Gutzmer, Elisa A Rozeman, Christoph Hoeller, Douglas B Johnson, Anja Gesierich, Peter Kölblinger, Naima Bennannoune, Justine V Cohen, Katharina C Kähler, Melissa A Wilson, Jonathan Cebon, Victoria Atkinson, Jessica L Smith, Olivier Michielin, Georgina V Long, Jessica C Hassel, Benjamin Weide, Lauren E Haydu, Dirk Schadendorf, Grant McArthur, Patrick A Ott, Christian Blank, Caroline Robert, Ryan Sullivan, Axel Hauschild, Matteo S Carlino, Claus Garbe, Michael A Davies, Alexander M Menzies	1-Feb-2022	0	<=4		N/A		10.1016/j.ejca.2021.11.022	U54CA224070
publication	34958962	2021	Genomics Proteomics Bioinformatics	Polar Gini Curve: A Technique to Discover Gene Expression Spatial Patterns from Single-cell RNA-seq Data.	Thanh Minh Nguyen, Jacob John Jeevan, Nuo Xu, Jake Y Chen	1-Jun-2021	0	<=4		N/A		10.1016/j.gpb.2020.09.006	U01CA223976
publication	34962381	2022	Anal Chem	Characterization of In Vivo Protein Complexes via Chemical Cross-Linking and Mass Spectrometry.	Yuefan Wang, Yingwei Hu, Naseruddin Höti, Lan Huang, Hui Zhang	25-Jan-2022	0	<=4		N/A		10.1021/acs.analchem.1c02410	U24CA210985
publication	34963056	2022	Cell	Discovering dominant tumor immune archetypes in a pan-cancer census.	Alexis J Combes, Bushra Samad, Jessica Tsui, Nayvin W Chew, Peter Yan, Gabriella C Reeder, Divyashree Kushnoor, Alan Shen, Brittany Davidson, Andrea J Barczak, Michael Adkisson, Austin Edwards, Mohammad Naser, Kevin C Barry, Tristan Courau, Taymour Hammoudi, Rafael J Argüello, Arjun Arkal Rao, Adam B Olshen, Cathy Cai, Jenny Zhan, Katelyn C Davis, Robin K Kelley, Jocelyn S Chapman, Chloe E Atreya, Amar Patel, Adil I Daud, Patrick Ha, Aaron A Diaz, Johannes R Kratz, Eric A Collisson, Gabriela K Fragiadakis, David J Erle, Alexandre Boissonnas, Saurabh Asthana, Vincent Chan, Matthew F Krummel	6-Jan-2022	0	<=4		N/A		10.1016/j.cell.2021.12.004	U54CA224081
publication	34963056	2022	Cell	Discovering dominant tumor immune archetypes in a pan-cancer census.	Alexis J Combes, Bushra Samad, Jessica Tsui, Nayvin W Chew, Peter Yan, Gabriella C Reeder, Divyashree Kushnoor, Alan Shen, Brittany Davidson, Andrea J Barczak, Michael Adkisson, Austin Edwards, Mohammad Naser, Kevin C Barry, Tristan Courau, Taymour Hammoudi, Rafael J Argüello, Arjun Arkal Rao, Adam B Olshen, Cathy Cai, Jenny Zhan, Katelyn C Davis, Robin K Kelley, Jocelyn S Chapman, Chloe E Atreya, Amar Patel, Adil I Daud, Patrick Ha, Aaron A Diaz, Johannes R Kratz, Eric A Collisson, Gabriela K Fragiadakis, David J Erle, Alexandre Boissonnas, Saurabh Asthana, Vincent Chan, Matthew F Krummel	6-Jan-2022	0	<=4		N/A		10.1016/j.cell.2021.12.004	R01CA197363
publication	34969825	2022	Genes Dev	The transcription factor activity gradient (TAG) model: contemplating a contact-independent mechanism for enhancer-promoter communication.	Jonathan P Karr, John J Ferrie, Robert Tjian, Xavier Darzacq	1-Jan-2022	0	<=4		N/A		10.1101/gad.349160.121	U54CA231641
publication	34971569	2022	Cancer Cell	GPC2-CAR T cells tuned for low antigen density mediate potent activity against neuroblastoma without toxicity.	Sabine Heitzeneder, Kristopher R Bosse, Zhongyu Zhu, Doncho Zhelev, Robbie G Majzner, Molly T Radosevich, Shaurya Dhingra, Elena Sotillo, Samantha Buongervino, Guillem Pascual-Pasto, Emily Garrigan, Peng Xu, Jing Huang, Benjamin Salzer, Alberto Delaidelli, Swetha Raman, Hong Cui, Benjamin Martinez, Scott J Bornheimer, Bita Sahaf, Anya Alag, Irfete S Fetahu, Martin Hasselblatt, Kevin R Parker, Hima Anbunathan, Jennifer Hwang, Min Huang, Kathleen Sakamoto, Norman J Lacayo, Dorota D Klysz, Johanna Theruvath, José G Vilches-Moure, Ansuman T Satpathy, Howard Y Chang, Manfred Lehner, Sabine Taschner-Mandl, Jean-Phillipe Julien, Poul H Sorensen, Dimiter S Dimitrov, John M Maris, Crystal L Mackall	10-Jan-2022	0	<=4		N/A		10.1016/j.ccell.2021.12.005	U54CA232568
publication	34973338	2021	J Biol Chem	Tribbles 2 pseudokinase confers enzalutamide resistance in prostate cancer by promoting lineage plasticity.	Jitender Monga, Indra Adrianto, Craig Rogers, Shirish Gadgeel, Dhananjay Chitale, Joshi J Alumkal, Himisha Beltran, Amina Zoubeidi, Jagadananda Ghosh	1-Feb-2022	0	<=4		N/A		10.1016/j.jbc.2021.101556	P50CA186786
publication	34983062	2022	Bioinformatics	Quantifying and correcting slide-to-slide variation in multiplexed immunofluorescence images.	Coleman R Harris, Eliot T McKinley, Joseph T Roland, Qi Liu, Martha J Shrubsole, Ken S Lau, Robert J Coffey, Julia Wrobel, Simon N Vandekar	4-Jan-2022	0	<=4		N/A		10.1093/bioinformatics/btab877	U2CCA233291
publication	34983646	2022	BMC Res Notes	Translating research to usual care of children with sickle cell disease in Northern Nigeria: lessons learned from the SPRING Trial Team.	Halima Bello-Manga, Lawal Haliru, Abdulkadir M Tabari, Bilkisu Farouk, Aisha Suleiman, Gloria Y Bahago, Abdulrasheed M Sani, Ana A Bauman, Michael R DeBaun, Allison A King	4-Jan-2022	0	<=4		N/A		10.1186/s13104-021-05885-1	P50CA244431
publication	34985936	2022	J Clin Oncol	Circulating Tumor DNA Minimal Residual Disease Detection of Non-Small-Cell Lung Cancer Treated With Curative Intent.	Bruna Pellini, Aadel A Chaudhuri	20-Feb-2022	0	<=4		N/A		10.1200/JCO.21.01929	U2CCA252981
publication	34996889	2022	Nat Commun	Author Correction: Comprehensive characterization of 536 patient-derived xenograft models prioritizes candidates for targeted treatment.	Hua Sun, Song Cao, R Jay Mashl, Chia-Kuei Mo, Simone Zaccaria, Michael C Wendl, Sherri R Davies, Matthew H Bailey, Tina M Primeau, Jeremy Hoog, Jacqueline L Mudd, Dennis A Dean, Rajesh Patidar, Li Chen, Matthew A Wyczalkowski, Reyka G Jayasinghe, Fernanda Martins Rodrigues, Nadezhda V Terekhanova, Yize Li, Kian-Huat Lim, Andrea Wang-Gillam, Brian A Van Tine, Cynthia X Ma, Rebecca Aft, Katherine C Fuh, Julie K Schwarz, Jose P Zevallos, Sidharth V Puram, John F Dipersio, Brandi Davis-Dusenbery, Matthew J Ellis, Michael T Lewis, Michael A Davies, Meenhard Herlyn, Bingliang Fang, Jack A Roth, Alana L Welm, Bryan E Welm, Funda Meric-Bernstam, Feng Chen, Ryan C Fields, Shunqiang Li, Ramaswamy Govindan, James H Doroshow, Jeffrey A Moscow, Yvonne A Evrard, Jeffrey H Chuang, Benjamin J Raphael, Li Ding	7-Jan-2022	0	<=4		N/A		10.1038/s41467-021-27678-7	U54CA224065
publication	35000890	2022	J Geriatr Oncol	Overview of Sankey flow diagrams: Focusing on symptom trajectories in older adults with advanced cancer.	Ethan Otto, Eva Culakova, Sixu Meng, Zhihong Zhang, Huiwen Xu, Supriya Mohile, Marie A Flannery	6-Jan-2022	0	<=4		N/A		10.1016/j.jgo.2021.12.017	U01CA233167
publication	35005429	2021	JNCI Cancer Spectr	The Prevalence of Dissemination and Implementation Research and Training Grants at National Cancer Institute-Designated Cancer Centers.	Nora M Mueller, Ada Hsieh, Shoba Ramanadhan, Rebekka M Lee, Karen M Emmons	15-Dec-2021	0	<=4		N/A		10.1093/jncics/pkab092	P50CA244433
publication	35008431	2021	Int J Mol Sci	Multigene Profiling of Circulating Tumor Cells (CTCs) for Prognostic Assessment in Treatment-Naïve Metastatic Hormone-Sensitive Prostate Cancer (mHSPC).	Zachery R Reichert, Tadas Kasputis, Srinivas Nallandhighal, Sophia M Abusamra, Amy Kasputis, Saloni Haruray, Yugang Wang, Shamara Williams, Udit Singhal, Ajjai Alva, Frank C Cackowski, Megan E V Caram, Phillip L Palmbos, Sarah E Yentz, David C Smith, Joshi J Alumkal, Todd M Morgan	21-Dec-2021	0	<=4		N/A		10.3390/ijms23010004	P50CA186786
publication	35010364	2021	Int J Environ Res Public Health	Efficacy of an Enhanced Implementation Strategy to Increase Parent Engagement with a Health Promotion Program in Childcare.	Courtney T Luecking, Cody D Neshteruk, Stephanie Mazzucca, Dianne S Ward	23-Dec-2021	0	<=4		N/A		10.3390/ijerph19010106	P50CA244431
publication	35010795	2022	Int J Environ Res Public Health	Equitable COVID-19 Vaccination for Hispanics in the United States: A Success Story from California Border Communities.	Maria Elena Martinez, Jesse N Nodora, Corinne McDaniels-Davidson, Noe C Crespo, Amir Adolphe Edward	4-Jan-2022	0	<=4		N/A		10.3390/ijerph19010535	UH3CA233314
publication	35013207	2022	Nat Commun	Functional dissection of inherited non-coding variation influencing multiple myeloma risk.	Ram Ajore, Abhishek Niroula, Maroulio Pertesi, Caterina Cafaro, Malte Thodberg, Molly Went, Erik L Bao, Laura Duran-Lozano, Aitzkoa Lopez de Lapuente Portilla, Thorunn Olafsdottir, Nerea Ugidos-Damboriena, Olafur Magnusson, Mehmet Samur, Caleb A Lareau, Gisli H Halldorsson, Gudmar Thorleifsson, Gudmundur L Norddahl, Kristbjorg Gunnarsdottir, Asta Försti, Hartmut Goldschmidt, Kari Hemminki, Frits van Rhee, Scott Kimber, Adam S Sperling, Martin Kaiser, Kenneth Anderson, Ingileif Jonsdottir, Nikhil Munshi, Thorunn Rafnar, Anders Waage, Niels Weinhold, Unnur Thorsteinsdottir, Vijay G Sankaran, Kari Stefansson, Richard Houlston, Björn Nilsson	10-Jan-2022	0	<=4		N/A		10.1038/s41467-021-27666-x	P01CA155258
publication	35013779	2022	Support Care Cancer	Reconsidering tolerability of cancer treatments: opportunities to focus on the patient.	John Devin Peipert, Mary Lou Smith	1-May-2022	0	<=4		N/A		10.1007/s00520-021-06700-0	U01CA233169
publication	35015683	2021	Blood Cancer Discov	Modulation of CD22 Protein Expression in Childhood Leukemia by Pervasive Splicing Aberrations: Implications for CD22-Directed Immunotherapies.	Sisi Zheng, Elisabeth Gillespie, Ammar S Naqvi, Katharina E Hayer, Zhiwei Ang, Manuel Torres-Diz, Mathieu Quesnel-Vallières, David A Hottman, Asen Bagashev, John Chukinas, Carolin Schmidt, Mukta Asnani, Rawan Shraim, Deanne M Taylor, Susan R Rheingold, Maureen M O'Brien, Nathan Singh, Kristen W Lynch, Marco Ruella, Yoseph Barash, Sarah K Tasian, Andrei Thomas-Tikhonenko	1-Mar-2022	0	<=4		N/A		10.1158/2643-3230.BCD-21-0087	U01CA232486
publication	35015683	2021	Blood Cancer Discov	Modulation of CD22 Protein Expression in Childhood Leukemia by Pervasive Splicing Aberrations: Implications for CD22-Directed Immunotherapies.	Sisi Zheng, Elisabeth Gillespie, Ammar S Naqvi, Katharina E Hayer, Zhiwei Ang, Manuel Torres-Diz, Mathieu Quesnel-Vallières, David A Hottman, Asen Bagashev, John Chukinas, Carolin Schmidt, Mukta Asnani, Rawan Shraim, Deanne M Taylor, Susan R Rheingold, Maureen M O'Brien, Nathan Singh, Kristen W Lynch, Marco Ruella, Yoseph Barash, Sarah K Tasian, Andrei Thomas-Tikhonenko	1-Mar-2022	0	<=4		N/A		10.1158/2643-3230.BCD-21-0087	U01CA232563
publication	35017531	2022	Nat Commun	MAPK4 promotes triple negative breast cancer growth and reduces tumor sensitivity to PI3K blockade.	Wei Wang, Dong Han, Qinbo Cai, Tao Shen, Bingning Dong, Michael T Lewis, Runsheng Wang, Yanling Meng, Wolong Zhou, Ping Yi, Chad J Creighton, David D Moore, Feng Yang	11-Jan-2022	0	<=4		N/A		10.1038/s41467-021-27921-1	U54CA224076
publication	35021053	2022	Immunity	TGF-β-mediated silencing of genomic organizer SATB1 promotes Tfh cell differentiation and formation of intra-tumoral tertiary lymphoid structures.	Ricardo A Chaurio, Carmen M Anadon, Tara Lee Costich, Kyle K Payne, Subir Biswas, Carly M Harro, Carlos Moran, Antonio C Ortiz, Carla Cortina, Kristen E Rigolizzo, Kimberly B Sprenger, Jessica A Mine, Patrick Innamarato, Gunjan Mandal, John J Powers, Alexandra Martin, Zhitao Wang, Sumit Mehta, Bradford A Perez, Roger Li, John Robinson, Jodi L Kroeger, Tyler J Curiel, Xiaoqing Yu, Paulo C Rodriguez, Jose R Conejo-Garcia	11-Jan-2022	0	<=4		N/A		10.1016/j.immuni.2021.12.007	U01CA232758
publication	35021053	2022	Immunity	TGF-β-mediated silencing of genomic organizer SATB1 promotes Tfh cell differentiation and formation of intra-tumoral tertiary lymphoid structures.	Ricardo A Chaurio, Carmen M Anadon, Tara Lee Costich, Kyle K Payne, Subir Biswas, Carly M Harro, Carlos Moran, Antonio C Ortiz, Carla Cortina, Kristen E Rigolizzo, Kimberly B Sprenger, Jessica A Mine, Patrick Innamarato, Gunjan Mandal, John J Powers, Alexandra Martin, Zhitao Wang, Sumit Mehta, Bradford A Perez, Roger Li, John Robinson, Jodi L Kroeger, Tyler J Curiel, Xiaoqing Yu, Paulo C Rodriguez, Jose R Conejo-Garcia	11-Jan-2022	0	<=4		N/A		10.1016/j.immuni.2021.12.007	R01CA211913
publication	35022313	2022	Mol Cancer Res	MUC1-C Dictates JUN and BAF-mediated Chromatin Remodeling at Enhancer Signatures in Cancer Stem Cells.	Atrayee Bhattacharya, Atsushi Fushimi, Nami Yamashita, Masayuki Hagiwara, Yoshihiro Morimoto, Hasan Rajabi, Mark D Long, Maha Abdulla, Rehan Ahmad, Kelly Street, Song Liu, Tao Liu, Donald Kufe	1-Apr-2022	0	<=4		N/A		10.1158/1541-7786.MCR-21-0672	U01CA233084
publication	35022313	2022	Mol Cancer Res	MUC1-C Dictates JUN and BAF-mediated Chromatin Remodeling at Enhancer Signatures in Cancer Stem Cells.	Atrayee Bhattacharya, Atsushi Fushimi, Nami Yamashita, Masayuki Hagiwara, Yoshihiro Morimoto, Hasan Rajabi, Mark D Long, Maha Abdulla, Rehan Ahmad, Kelly Street, Song Liu, Tao Liu, Donald Kufe	1-Apr-2022	0	<=4		N/A		10.1158/1541-7786.MCR-21-0672	U24CA232979
publication	35022962	2022	Cancer Metastasis Rev	Of vascular defense, hemostasis, cancer, and platelet biology: an evolutionary perspective.	David G Menter, Vahid Afshar-Kharghan, John Paul Shen, Stephanie L Martch, Anirban Maitra, Scott Kopetz, Kenneth V Honn, Anil K Sood	1-Mar-2022	0	<=4		N/A		10.1007/s10555-022-10019-5	P50CA098258
publication	35024897	2022	Cancer Immunol Immunother	Interleukin-12 as an in situ cancer vaccine component: a review.	Emily M Cheng, Noah W Tsarovsky, Paul M Sondel, Alexander L Rakhmilevich	13-Jan-2022	0	<=4		N/A		10.1007/s00262-022-03144-1	U54CA232568
publication	35024897	2022	Cancer Immunol Immunother	Interleukin-12 as an in situ cancer vaccine component: a review.	Emily M Cheng, Noah W Tsarovsky, Paul M Sondel, Alexander L Rakhmilevich	13-Jan-2022	0	<=4		N/A		10.1007/s00262-022-03144-1	U01CA233102
publication	35033226	2022	Lancet Oncol	Durvalumab plus tremelimumab alone or in combination with low-dose or hypofractionated radiotherapy in metastatic non-small-cell lung cancer refractory to previous PD(L)-1 therapy: an open-label, multicentre, randomised, phase 2 trial.	Jonathan D Schoenfeld, Anita Giobbie-Hurder, Srinika Ranasinghe, Katrina Z Kao, Ana Lako, Junko Tsuji, Yang Liu, Ryan C Brennick, Ryan D Gentzler, Carrie Lee, Joleen Hubbard, Susanne M Arnold, James L Abbruzzese, Salma K Jabbour, Nataliya V Uboha, Kevin L Stephans, Jennifer M Johnson, Haeseong Park, Liza C Villaruz, Elad Sharon, Howard Streicher, Mansoor M Ahmed, Hayley Lyon, Carrie Cibuskis, Niall Lennon, Aashna Jhaveri, Lin Yang, Jennifer Altreuter, Lauren Gunasti, Jason L Weirather, Raymond H Mak, Mark M Awad, Scott J Rodig, Helen X Chen, Catherine J Wu, Arta M Monjazeb, F Stephen Hodi	1-Feb-2022	0	<=4		N/A		10.1016/S1470-2045(21)00658-6	U24CA224316
publication	35033226	2022	Lancet Oncol	Durvalumab plus tremelimumab alone or in combination with low-dose or hypofractionated radiotherapy in metastatic non-small-cell lung cancer refractory to previous PD(L)-1 therapy: an open-label, multicentre, randomised, phase 2 trial.	Jonathan D Schoenfeld, Anita Giobbie-Hurder, Srinika Ranasinghe, Katrina Z Kao, Ana Lako, Junko Tsuji, Yang Liu, Ryan C Brennick, Ryan D Gentzler, Carrie Lee, Joleen Hubbard, Susanne M Arnold, James L Abbruzzese, Salma K Jabbour, Nataliya V Uboha, Kevin L Stephans, Jennifer M Johnson, Haeseong Park, Liza C Villaruz, Elad Sharon, Howard Streicher, Mansoor M Ahmed, Hayley Lyon, Carrie Cibuskis, Niall Lennon, Aashna Jhaveri, Lin Yang, Jennifer Altreuter, Lauren Gunasti, Jason L Weirather, Raymond H Mak, Mark M Awad, Scott J Rodig, Helen X Chen, Catherine J Wu, Arta M Monjazeb, F Stephen Hodi	1-Feb-2022	0	<=4		N/A		10.1016/S1470-2045(21)00658-6	U24CA224331
publication	35033853	2022	EBioMedicine	Strategies to minimize heterogeneity and optimize clinical trials in Acute Respiratory Distress Syndrome (ARDS): Insights from mathematical modelling.	Sonu Subudhi, Chrysovalantis Voutouri, C Corey Hardin, Mohammad Reza Nikmaneshi, Ankit B Patel, Ashish Verma, Melin J Khandekar, Sayon Dutta, Triantafyllos Stylianopoulos, Rakesh K Jain, Lance L Munn	1-Jan-2022	0	<=4		N/A		10.1016/j.ebiom.2021.103809	R01CA208205
publication	35039460	2022	J Immunother Cancer	Short-course neoadjuvant in situ vaccination for murine melanoma.	Taylor J Aiken, David Komjathy, Matthew Rodriguez, Ashley Stuckwisch, Arika Feils, Vladimir Subbotin, Jen Birstler, Stephen D Gillies, Alexander L Rakhmilevich, Amy K Erbe, Paul M Sondel	1-Jan-2022	0	<=4		N/A		10.1136/jitc-2021-003586	U54CA232568
publication	35039460	2022	J Immunother Cancer	Short-course neoadjuvant in situ vaccination for murine melanoma.	Taylor J Aiken, David Komjathy, Matthew Rodriguez, Ashley Stuckwisch, Arika Feils, Vladimir Subbotin, Jen Birstler, Stephen D Gillies, Alexander L Rakhmilevich, Amy K Erbe, Paul M Sondel	1-Jan-2022	0	<=4		N/A		10.1136/jitc-2021-003586	U01CA233102
publication	35040666	2022	Sci Transl Med	Early non-neutralizing, afucosylated antibody responses are associated with COVID-19 severity.	Saborni Chakraborty, Joseph C Gonzalez, Benjamin L Sievers, Vamsee Mallajosyula, Srijoni Chakraborty, Megha Dubey, Usama Ashraf, Bowie Yik-Ling Cheng, Nimish Kathale, Kim Quyen Thi Tran, Courtney Scallan, Aanika Sinnott, Arianna Cassidy, Steven T Chen, Terri Gelbart, Fei Gao, Yarden Golan, Xuhuai Ji, Seunghee Kim-Schulze, Mary Prahl, Stephanie L Gaw, Sacha Gnjatic, Thomas U Marron, Miriam Merad, Prabhu S Arunachalam, Scott D Boyd, Mark M Davis, Marisa Holubar, Chaitan Khosla, Holden T Maecker, Yvonne Maldonado, Elizabeth D Mellins, Kari C Nadeau, Bali Pulendran, Upinder Singh, Aruna Subramanian, Paul J Utz, Robert Sherwood, Sheng Zhang, Prasanna Jagannathan, Gene S Tan, Taia T Wang	9-Mar-2022	1	<=4		N/A		10.1126/scitranslmed.abm7853	U01DK124165
publication	35040666	2022	Sci Transl Med	Early non-neutralizing, afucosylated antibody responses are associated with COVID-19 severity.	Saborni Chakraborty, Joseph C Gonzalez, Benjamin L Sievers, Vamsee Mallajosyula, Srijoni Chakraborty, Megha Dubey, Usama Ashraf, Bowie Yik-Ling Cheng, Nimish Kathale, Kim Quyen Thi Tran, Courtney Scallan, Aanika Sinnott, Arianna Cassidy, Steven T Chen, Terri Gelbart, Fei Gao, Yarden Golan, Xuhuai Ji, Seunghee Kim-Schulze, Mary Prahl, Stephanie L Gaw, Sacha Gnjatic, Thomas U Marron, Miriam Merad, Prabhu S Arunachalam, Scott D Boyd, Mark M Davis, Marisa Holubar, Chaitan Khosla, Holden T Maecker, Yvonne Maldonado, Elizabeth D Mellins, Kari C Nadeau, Bali Pulendran, Upinder Singh, Aruna Subramanian, Paul J Utz, Robert Sherwood, Sheng Zhang, Prasanna Jagannathan, Gene S Tan, Taia T Wang	9-Mar-2022	1	<=4		N/A		10.1126/scitranslmed.abm7853	U24CA224319
publication	35042965	2022	Commun Biol	Rare germline copy number variants (CNVs) and breast cancer risk.	Joe Dennis, Jonathan P Tyrer, Logan C Walker, Kyriaki Michailidou, Leila Dorling, Manjeet K Bolla, Qin Wang, Thomas U Ahearn, Irene L Andrulis, Hoda Anton-Culver, Natalia N Antonenkova, Volker Arndt, Kristan J Aronson, Laura E Beane Freeman, Matthias W Beckmann, Sabine Behrens, Javier Benitez, Marina Bermisheva, Natalia V Bogdanova, Stig E Bojesen, Hermann Brenner, Jose E Castelao, Jenny Chang-Claude, Georgia Chenevix-Trench, Christine L Clarke, J Margriet Collée, Fergus J Couch, Angela Cox, Simon S Cross, Kamila Czene, Peter Devilee, Thilo Dörk, Laure Dossus, A Heather Eliassen, Mikael Eriksson, D Gareth Evans, Peter A Fasching, Jonine Figueroa, Olivia Fletcher, Henrik Flyger, Lin Fritschi, Marike Gabrielson, Manuela Gago-Dominguez, Montserrat García-Closas, Graham G Giles, Anna González-Neira, Pascal Guénel, Eric Hahnen, Christopher A Haiman, Per Hall, Antoinette Hollestelle, Reiner Hoppe, John L Hopper, Anthony Howell, Agnes Jager, Anna Jakubowska, Esther M John, Nichola Johnson, Michael E Jones, Audrey Jung, Rudolf Kaaks, Renske Keeman, Elza Khusnutdinova, Cari M Kitahara, Yon-Dschun Ko, Veli-Matti Kosma, Stella Koutros, Peter Kraft, Vessela N Kristensen, Katerina Kubelka-Sabit, Allison W Kurian, James V Lacey, Diether Lambrechts, Nicole L Larson, Martha Linet, Alicja Ogrodniczak, Arto Mannermaa, Siranoush Manoukian, Sara Margolin, Dimitrios Mavroudis, Roger L Milne, Taru A Muranen, Rachel A Murphy, Heli Nevanlinna, Janet E Olson, Håkan Olsson, Tjoung-Won Park-Simon, Charles M Perou, Paolo Peterlongo, Dijana Plaseska-Karanfilska, Katri Pylkäs, Gad Rennert, Emmanouil Saloustros, Dale P Sandler, Elinor J Sawyer, Marjanka K Schmidt, Rita K Schmutzler, Rana Shibli, Ann Smeets, Penny Soucy, Melissa C Southey, Anthony J Swerdlow, Rulla M Tamimi, Jack A Taylor, Lauren R Teras, Mary Beth Terry, Ian Tomlinson, Melissa A Troester, Thérèse Truong, Celine M Vachon, Camilla Wendt, Robert Winqvist, Alicja Wolk, Xiaohong R Yang, Wei Zheng, Argyrios Ziogas, Jacques Simard, Alison M Dunning, Paul D P Pharoah, Douglas F Easton	18-Jan-2022	0	<=4		N/A		10.1038/s42003-021-02990-6	U01CA164973
