type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	34226688		2021	Nat Mater	Obstacles and opportunities in a forward vision for cancer nanomedicine.	"Irene de Lázaro, David J Mooney"		1		N/A		10.1038/s41563-021-01047-7	1U54CA244726-01
publication	34234346	PMC8448202	2021	Nature	Metabolic control of T<sub>FH</sub> cells and humoral immunity by phosphatidylethanolamine.	"Guotong Fu, Clifford S Guy, Nicole M Chapman, Gustavo Palacios, Jun Wei, Peipei Zhou, Lingyun Long, Yong-Dong Wang, Chenxi Qian, Yogesh Dhungana, Hongling Huang, Anil Kc, Hao Shi, Sherri Rankin, Scott A Brown, Amanda Johnson, Randall Wakefield, Camenzind G Robinson, Xueyan Liu, Anthony Sheyn, Jiyang Yu, Suzanne Jackowski, Hongbo Chi"		0		N/A		10.1038/s41586-021-03692-z	5R01CA221290-02
publication	34236315	PMC8266391	2021	Elife	Loss of MGA repression mediated by an atypical polycomb complex promotes tumor progression and invasiveness.	"Haritha Mathsyaraja, Jonathen Catchpole, Brian Freie, Emily Eastwood, Ekaterina Babaeva, Michael Geuenich, Pei Feng Cheng, Jessica Ayers, Ming Yu, Nan Wu, Sitapriya Moorthi, Kumud R Poudel, Amanda Koehne, William Grady, A McGarry Houghton, Alice H Berger, Yuzuru Shiio, David MacPherson, Robert N Eisenman"		0		N/A		10.7554/eLife.64212	3P30CA054174-25S2
publication	34236315	PMC8266391	2021	Elife	Loss of MGA repression mediated by an atypical polycomb complex promotes tumor progression and invasiveness.	"Haritha Mathsyaraja, Jonathen Catchpole, Brian Freie, Emily Eastwood, Ekaterina Babaeva, Michael Geuenich, Pei Feng Cheng, Jessica Ayers, Ming Yu, Nan Wu, Sitapriya Moorthi, Kumud R Poudel, Amanda Koehne, William Grady, A McGarry Houghton, Alice H Berger, Yuzuru Shiio, David MacPherson, Robert N Eisenman"		0		N/A		10.7554/eLife.64212	3P30CA054174-25S1
publication	34236573		2021	Cancer Causes Control	Pre-diagnosis neutrophil-to-lymphocyte ratio and mortality in individuals who develop lung cancer.	"Laurie Grieshober, Stefan Graw, Matt J Barnett, Gary E Goodman, Chu Chen, Devin C Koestler, Carmen J Marsit, Jennifer A Doherty"		0		N/A		10.1007/s10552-021-01469-3	3P30CA168524-09S3
publication	34239102		2021	Nat Methods	"Mass spectrometry-based metabolomics: a guide for annotation, quantification and best reporting practices."	"Saleh Alseekh, Asaph Aharoni, Yariv Brotman, Kévin Contrepois, John D'Auria, Jan Ewald, Jennifer C Ewald, Paul D Fraser, Patrick Giavalisco, Robert D Hall, Matthias Heinemann, Hannes Link, Jie Luo, Steffen Neumann, Jens Nielsen, Leonardo Perez de Souza, Kazuki Saito, Uwe Sauer, Frank C Schroeder, Stefan Schuster, Gary Siuzdak, Aleksandra Skirycz, Lloyd W Sumner, Michael P Snyder, Huiru Tang, Takayuki Tohge, Yulan Wang, Weiwei Wen, Si Wu, Guowang Xu, Nicola Zamboni, Alisdair R Fernie"		0		N/A		10.1038/s41592-021-01197-1	1U2CCA233311-01
publication	34239137		2021	Nat Med	Gut microbiota signatures are associated with toxicity to combined CTLA-4 and PD-1 blockade.	"Miles C Andrews, Connie P M Duong, Vancheswaran Gopalakrishnan, Valerio Iebba, Wei-Shen Chen, Lisa Derosa, Md Abdul Wadud Khan, Alexandria P Cogdill, Michael G White, Matthew C Wong, Gladys Ferrere, Aurélie Fluckiger, Maria P Roberti, Paule Opolon, Maryam Tidjani Alou, Satoru Yonekura, Whijae Roh, Christine N Spencer, Irina Fernandez Curbelo, Luis Vence, Alexandre Reuben, Sarah Johnson, Reetakshi Arora, Golnaz Morad, Matthew Lastrapes, Erez N Baruch, Latasha Little, Curtis Gumbs, Zachary A Cooper, Peter A Prieto, Khalida Wani, Alexander J Lazar, Michael T Tetzlaff, Courtney W Hudgens, Margaret K Callahan, Matthew Adamow, Michael A Postow, Charlotte E Ariyan, Pierre-Olivier Gaudreau, Luigi Nezi, Didier Raoult, Catalin Mihalcioiu, Arielle Elkrief, Rossanna C Pezo, Lauren E Haydu, Julie M Simon, Hussein A Tawbi, Jennifer McQuade, Patrick Hwu, Wen-Jen Hwu, Rodabe N Amaria, Elizabeth M Burton, Scott E Woodman, Stephanie Watowich, Adi Diab, Sapna P Patel, Isabella C Glitza, Michael K Wong, Li Zhao, Jianhua Zhang, Nadim J Ajami, Joseph Petrosino, Robert R Jenq, Michael A Davies, Jeffrey E Gershenwald, P Andrew Futreal, Padmanee Sharma, James P Allison, Bertrand Routy, Laurence Zitvogel, Jennifer A Wargo"		3		N/A		10.1038/s41591-021-01406-6	1U54CA224070-01
publication	34242617	PMC8365107	2021	Stem Cell Reports	The histone H3.3 chaperone HIRA restrains erythroid-biased differentiation of adult hematopoietic stem cells.	"Rebecca L Murdaugh, Kevin A Hoegenauer, Ayumi Kitano, Matthew V Holt, Matthew C Hill, Xiangguo Shi, Jonathan F Tiessen, Richard Chapple, Tianyuan Hu, Yu-Jung Tseng, Angelique Lin, James F Martin, Nicolas L Young, Daisuke Nakada"		1		N/A		10.1016/j.stemcr.2021.06.009	3P30CA125123-14S6
publication	34242968	PMC8271116	2021	ESMO Open	Precision therapy with anaplastic lymphoma kinase inhibitor ceritinib in ALK-rearranged anaplastic large cell lymphoma.	"V Subbiah, S Kuravi, S Ganguly, D R Welch, C J Vivian, M U Mushtaq, A Hegde, S Iyer, A Behrang, S M Ali, R W Madison, J M Venstrom, R A Jensen, J P McGuirk, H M Amin, R Balusu"		0		N/A		10.1016/j.esmoop.2021.100172	3P30CA168524-09S3
publication	34244155	PMC8416797	2021	Cancer Prev Res (Phila)	Change in Blood and Benign Breast Biomarkers in Women Undergoing a Weight-Loss Intervention Randomized to High-Dose ω-3 Fatty Acids versus Placebo.	"Carol J Fabian, Christie A Befort, Teresa A Phillips, Jennifer L Nydegger, Amy L Kreutzjans, Kandy R Powers, Trina Metheny, Jennifer R Klemp, Susan E Carlson, Debra K Sullivan, Carola M Zalles, Erin D Giles, Stephen D Hursting, Jinxiang Hu, Bruce F Kimler"		0		N/A		10.1158/1940-6207.CAPR-20-0656	3P30CA168524-09S3
publication	34244307	PMC8268924	2021	J Immunother Cancer	Combinatorial immunotherapy of N-803 (IL-15 superagonist) and dinutuximab with ex vivo expanded natural killer cells significantly enhances in vitro cytotoxicity against GD2+ pediatric solid tumors and in vivo survival of xenografted immunodeficient NSG mice.	"Yaya Chu, Gaurav Nayyar, Susiyan Jiang, Jeremy M Rosenblum, Patrick Soon-Shiong, Jeffrey T Safrit, Dean A Lee, Mitchell S Cairo"		0		N/A		10.1136/jitc-2020-002267	1U54CA232561-01A1
publication	34244496	PMC8270938	2021	Nat Commun	Arginine methylation promotes siRNA-binding specificity for a spermatogenesis-specific isoform of the Argonaute protein CSR-1.	"Dieu An H Nguyen, Carolyn M Phillips"		0		N/A		10.1038/s41467-021-24526-6	3P30CA014089-45S6
publication	34244513	PMC8270899	2021	Nat Commun	Multiplexed functional genomic analysis of 5' untranslated region mutations across the spectrum of prostate cancer.	"Yiting Lim, Sonali Arora, Samantha L Schuster, Lukas Corey, Matthew Fitzgibbon, Cynthia L Wladyka, Xiaoying Wu, Ilsa M Coleman, Jeffrey J Delrow, Eva Corey, Lawrence D True, Peter S Nelson, Gavin Ha, Andrew C Hsieh"		0		N/A		10.1038/s41467-021-24445-6	1U54CA224079-01
publication	34249477	PMC8262130	2021	Fatigue	Prediction of evening fatigue severity in outpatients receiving chemotherapy: less may be more.	"Kord M Kober, Ritu Roy, Anand Dhruva, Yvette P Conley, Raymond J Chan, Bruce Cooper, Adam Olshen, Christine Miaskowski"		1		N/A		10.1080/21641846.2021.1885119	3P30CA082103-21S9
publication	34249477	PMC8262130	2021	Fatigue	Prediction of evening fatigue severity in outpatients receiving chemotherapy: less may be more.	"Kord M Kober, Ritu Roy, Anand Dhruva, Yvette P Conley, Raymond J Chan, Bruce Cooper, Adam Olshen, Christine Miaskowski"		1		N/A		10.1080/21641846.2021.1885119	3P30CA082103-21S6
publication	34250820		2021	J Cereb Blood Flow Metab	Isolation and identification of leukocyte populations in intracranial blood collected during mechanical thrombectomy.	"Benjamin C Shaw, G Benton Maglinger, Thomas Ujas, Chintan Rupareliya, Justin F Fraser, Stephen Grupke, Melissa Kesler, Mathias Gelderblom, Keith R Pennypacker, Jadwiga Turchan-Cholewo, Ann M Stowe"		0		N/A		10.1177/0271678X211028496	3P30CA177558-08S2
publication	34252313		2021	JCO Oncol Pract	Moral Distress Among Oncology Social Workers.	"Ting Guan, Krista Nelson, Shirley Otis-Green, Makeeta Rayton, Tara Schapmire, Lori Wiener, Brad Zebrack"		0		N/A		10.1200/OP.21.00276	3P30CA046592-31S8
publication	34252313		2021	JCO Oncol Pract	Moral Distress Among Oncology Social Workers.	"Ting Guan, Krista Nelson, Shirley Otis-Green, Makeeta Rayton, Tara Schapmire, Lori Wiener, Brad Zebrack"		0		N/A		10.1200/OP.21.00276	3P30CA046592-31S4
publication	34253738	PMC8275587	2021	Nat Commun	Morphological screening of mesenchymal mammary tumor organoids to identify drugs that reverse epithelial-mesenchymal transition.	"Na Zhao, Reid T Powell, Xueying Yuan, Goeun Bae, Kevin P Roarty, Fabio Stossi, Martina Strempfl, Michael J Toneff, Hannah L Johnson, Sendurai A Mani, Philip Jones, Clifford C Stephan, Jeffrey M Rosen"		0		N/A		10.1038/s41467-021-24545-3	3P30CA125123-14S6
publication	34258583	PMC8265983	2021	Blood Cancer Discov	Finding the optimal partner to pair with bispecific antibody therapy for multiple myeloma.	"Cedric Louvet, Omar Nadeem, Eric L Smith"		0		N/A		10.1158/2643-3230.bcd-21-0073	1U54CA244726-01
publication	34258584	PMC8266040	2021	Blood Cancer Discov	Tumor burden limits bispecific antibody efficacy through T cell exhaustion averted by concurrent cytotoxic therapy.	"Erin W Meermeier, Seth J Welsh, Meaghen E Sharik, Megan T Du, Victoria M Garbitt, Daniel L Riggs, Chang-Xin Shi, Caleb K Stein, Marco Bergsagel, Bryant Chau, Matthew L Wheeler, Natalie Bezman, Feng Wang, Pavel Strop, P Leif Bergsagel, Marta Chesi"		0		N/A		10.1158/2643-3230.bcd-21-0038	1U54CA224018-01
publication	34261667	PMC8313010	2021	J Immunol	Optimizing Flow Cytometric Analysis of Immune Cells in Samples Requiring Cryopreservation from Tumor-Bearing Mice.	"Peter M Carlson, Manasi Mohan, Ravi B Patel, Jen Birstler, Lauren Nettenstrom, Dagna Sheerar, Kathryn Fox, Matthew Rodriguez, Anna Hoefges, Reinier Hernandez, Chris Zahm, KyungMann Kim, Douglas G McNeel, Jamey Weichert, Zachary S Morris, Paul M Sondel"		0		N/A		10.4049/jimmunol.2000656	1U01CA233102-01
publication	34261667	PMC8313010	2021	J Immunol	Optimizing Flow Cytometric Analysis of Immune Cells in Samples Requiring Cryopreservation from Tumor-Bearing Mice.	"Peter M Carlson, Manasi Mohan, Ravi B Patel, Jen Birstler, Lauren Nettenstrom, Dagna Sheerar, Kathryn Fox, Matthew Rodriguez, Anna Hoefges, Reinier Hernandez, Chris Zahm, KyungMann Kim, Douglas G McNeel, Jamey Weichert, Zachary S Morris, Paul M Sondel"		0		N/A		10.4049/jimmunol.2000656	1U54CA232568-01
publication	34261797	PMC8449934	2021	Sci Transl Med	Low-dose targeted radionuclide therapy renders immunologically cold tumors responsive to immune checkpoint blockade.	"Ravi B Patel, Reinier Hernandez, Peter Carlson, Joseph Grudzinski, Amber M Bates, Justin C Jagodinsky, Amy Erbe, Ian R Marsh, Ian Arthur, Eduardo Aluicio-Sarduy, Raghava N Sriramaneni, Won Jong Jin, Christopher Massey, Alexander L Rakhmilevich, David Vail, Johnathan W Engle, Trang Le, KyungMann Kim, Bryan Bednarz, Paul M Sondel, Jamey Weichert, Zachary S Morris"		1		N/A		10.1126/scitranslmed.abb3631	1U54CA232568-01
publication	34261799	PMC8409338	2021	Sci Transl Med	Losartan prevents tumor-induced hearing loss and augments radiation efficacy in NF2 schwannoma rodent models.	"Limeng Wu, Sasa Vasilijic, Yao Sun, Jie Chen, Lukas D Landegger, Yanling Zhang, Wenjianlong Zhou, Jun Ren, Samuel Early, Zhenzhen Yin, William W Ho, Na Zhang, Xing Gao, Grace Y Lee, Meenal Datta, Jessica E Sagers, Alyssa Brown, Alona Muzikansky, Anat Stemmer-Rachamimov, Luo Zhang, Scott R Plotkin, Rakesh K Jain, Konstantina M Stankovic, Lei Xu"		1		N/A		10.1126/scitranslmed.abd4816	1U01CA224348-01
publication	34262046	PMC8280134	2021	Nat Commun	Broadly cross-reactive human antibodies that inhibit genogroup I and II noroviruses.	"Gabriela Alvarado, Wilhelm Salmen, Khalil Ettayebi, Liya Hu, Banumathi Sankaran, Mary K Estes, B V Venkataram Prasad, James E Crowe"		0		N/A		10.1038/s41467-021-24649-w	3P30CA125123-14S6
publication	34262673	PMC8254805	2021	J Extracell Vesicles	Extracellular vesicle-mediated endothelial apoptosis and EV-associated proteins correlate with COVID-19 disease severity.	"Balaji Krishnamachary, Christine Cook, Ashok Kumar, Leslie Spikes, Prabhakar Chalise, Navneet K Dhillon"		0		N/A		10.1002/jev2.12117	3P30CA168524-09S3
publication	34265432		2021	J Thorac Oncol	Beyond Steroids: Immunosuppressants in Steroid-Refractory or Resistant Immune-Related Adverse Events.	"Jia Luo, Jason A Beattie, Paige Fuentes, Hira Rizvi, Jacklynn V Egger, Jeffrey A Kern, Donald Y M Leung, Mario E Lacouture, Mark G Kris, Maya Gambarin, Bianca D Santomasso, David M Faleck, Matthew D Hellmann"		0		N/A		10.1016/j.jtho.2021.06.024	1U01AR077511-01
publication	34266889	PMC8448982	2021	Clin Cancer Res	Immune Profiling Mass Cytometry Assay Harmonization: Multicenter Experience from CIMAC-CIDC.	"Bita Sahaf, Mina Pichavant, Brian H Lee, Caroline Duault, Emily M Thrash, Melanie Davila, Nicolas Fernandez, Karen Millerchip, Salah-Eddine Bentebibel, Cara Haymaker, Natalia Sigal, Diane M Del Valle, Srinika Ranasinghe, Sarah Fayle, Beatriz Sanchez-Espiridion, Jiexin Zhang, Chantale Bernatchez, Catherine J Wu, Ignacio I Wistuba, Seunghee Kim-Schulze, Sacha Gnjatic, Sean C Bendall, Minkyung Song, Magdalena Thurin, J Jack Lee, Holden T Maecker, Adeeb Rahman"		0		N/A		10.1158/1078-0432.CCR-21-2052	1U24CA224285-01
publication	34266889	PMC8448982	2021	Clin Cancer Res	Immune Profiling Mass Cytometry Assay Harmonization: Multicenter Experience from CIMAC-CIDC.	"Bita Sahaf, Mina Pichavant, Brian H Lee, Caroline Duault, Emily M Thrash, Melanie Davila, Nicolas Fernandez, Karen Millerchip, Salah-Eddine Bentebibel, Cara Haymaker, Natalia Sigal, Diane M Del Valle, Srinika Ranasinghe, Sarah Fayle, Beatriz Sanchez-Espiridion, Jiexin Zhang, Chantale Bernatchez, Catherine J Wu, Ignacio I Wistuba, Seunghee Kim-Schulze, Sacha Gnjatic, Sean C Bendall, Minkyung Song, Magdalena Thurin, J Jack Lee, Holden T Maecker, Adeeb Rahman"		0		N/A		10.1158/1078-0432.CCR-21-2052	1U24CA224309-01
publication	34266889	PMC8448982	2021	Clin Cancer Res	Immune Profiling Mass Cytometry Assay Harmonization: Multicenter Experience from CIMAC-CIDC.	"Bita Sahaf, Mina Pichavant, Brian H Lee, Caroline Duault, Emily M Thrash, Melanie Davila, Nicolas Fernandez, Karen Millerchip, Salah-Eddine Bentebibel, Cara Haymaker, Natalia Sigal, Diane M Del Valle, Srinika Ranasinghe, Sarah Fayle, Beatriz Sanchez-Espiridion, Jiexin Zhang, Chantale Bernatchez, Catherine J Wu, Ignacio I Wistuba, Seunghee Kim-Schulze, Sacha Gnjatic, Sean C Bendall, Minkyung Song, Magdalena Thurin, J Jack Lee, Holden T Maecker, Adeeb Rahman"		0		N/A		10.1158/1078-0432.CCR-21-2052	1U24CA224316-01
publication	34266889	PMC8448982	2021	Clin Cancer Res	Immune Profiling Mass Cytometry Assay Harmonization: Multicenter Experience from CIMAC-CIDC.	"Bita Sahaf, Mina Pichavant, Brian H Lee, Caroline Duault, Emily M Thrash, Melanie Davila, Nicolas Fernandez, Karen Millerchip, Salah-Eddine Bentebibel, Cara Haymaker, Natalia Sigal, Diane M Del Valle, Srinika Ranasinghe, Sarah Fayle, Beatriz Sanchez-Espiridion, Jiexin Zhang, Chantale Bernatchez, Catherine J Wu, Ignacio I Wistuba, Seunghee Kim-Schulze, Sacha Gnjatic, Sean C Bendall, Minkyung Song, Magdalena Thurin, J Jack Lee, Holden T Maecker, Adeeb Rahman"		0		N/A		10.1158/1078-0432.CCR-21-2052	1U24CA224319-01
publication	34266889	PMC8448982	2021	Clin Cancer Res	Immune Profiling Mass Cytometry Assay Harmonization: Multicenter Experience from CIMAC-CIDC.	"Bita Sahaf, Mina Pichavant, Brian H Lee, Caroline Duault, Emily M Thrash, Melanie Davila, Nicolas Fernandez, Karen Millerchip, Salah-Eddine Bentebibel, Cara Haymaker, Natalia Sigal, Diane M Del Valle, Srinika Ranasinghe, Sarah Fayle, Beatriz Sanchez-Espiridion, Jiexin Zhang, Chantale Bernatchez, Catherine J Wu, Ignacio I Wistuba, Seunghee Kim-Schulze, Sacha Gnjatic, Sean C Bendall, Minkyung Song, Magdalena Thurin, J Jack Lee, Holden T Maecker, Adeeb Rahman"		0		N/A		10.1158/1078-0432.CCR-21-2052	1U24CA224331-01
publication	34270815		2021	Biom J	Subclassification estimation of the weighted average treatment effect.	Byeong Yeob Choi		0		N/A		10.1002/bimj.202000310	3P30CA054174-25S2
publication	34270815		2021	Biom J	Subclassification estimation of the weighted average treatment effect.	Byeong Yeob Choi		0		N/A		10.1002/bimj.202000310	3P30CA054174-25S1
publication	34272204		2021	J Geriatr Oncol	Prevalence of and factors associated with treatment modification at first cycle in older adults with advanced cancer receiving palliative treatment.	"Mostafa R Mohamed, Kaitlin Kyi, Supriya G Mohile, Huiwen Xu, Eva Culakova, Kah Poh Loh, Marie Flannery, Spencer Obrecht, Erika Ramsdale, Amita Patil, Richard F Dunne, Grace DiGiovanni, Aram Hezel, Brian Burnette, Nisarg Desai, Jeffrey Giguere, Allison Magnuson"		0		N/A		10.1016/j.jgo.2021.06.007	1U01CA233167-01
publication	34272304	PMC8287616	2021	J Immunother Cancer	Individualized genetic makeup that controls natural killer cell function influences the efficacy of isatuximab immunotherapy in patients with multiple myeloma.	"Haibo Sun, Thomas G Martin, John Marra, Denice Kong, Jonathon Keats, Sandrine Macé, Marielle Chiron, Jeffrey L Wolf, Jeffrey M Venstrom, Raja Rajalingam"		0		N/A		10.1136/jitc-2021-002958	3P30CA082103-21S9
publication	34272304	PMC8287616	2021	J Immunother Cancer	Individualized genetic makeup that controls natural killer cell function influences the efficacy of isatuximab immunotherapy in patients with multiple myeloma.	"Haibo Sun, Thomas G Martin, John Marra, Denice Kong, Jonathon Keats, Sandrine Macé, Marielle Chiron, Jeffrey L Wolf, Jeffrey M Venstrom, Raja Rajalingam"		0		N/A		10.1136/jitc-2021-002958	3P30CA082103-21S6
publication	34272369	PMC8285372	2021	Nat Commun	Biochemical and functional characterization of mutant KRAS epitopes validates this oncoprotein for immunological targeting.	"Adham S Bear, Tatiana Blanchard, Joseph Cesare, Michael J Ford, Lee P Richman, Chong Xu, Miren L Baroja, Sarah McCuaig, Christina Costeas, Khatuna Gabunia, John Scholler, Avery D Posey, Mark H O'Hara, Anze Smole, Daniel J Powell, Benjamin A Garcia, Robert H Vonderheide, Gerald P Linette, Beatriz M Carreno"		0		N/A		10.1038/s41467-021-24562-2	1U54CA232568-01
publication	34273249		2021	Pigment Cell Melanoma Res	"Acral lentiginous melanoma-Population, treatment, and survival using the NCDB from 2004 to 2015."	"Shelly X Bian, Lindsay Hwang, Jennifer Hwang, Omar Ragab, Gino K In, David Peng, Eugene Lin"		0		N/A		10.1111/pcmr.12999	3P30CA014089-45S6
publication	34274004	PMC8285819	2021	Implement Sci Commun	The Clinical Sustainability Assessment Tool: measuring organizational capacity to promote sustainability in healthcare.	"Sara Malone, Kim Prewitt, Rachel Hackett, John C Lin, Virginia McKay, Callie Walsh-Bailey, Douglas A Luke"		0		N/A		10.1186/s43058-021-00181-2	1P50CA244431-01
publication	34279223	PMC8315796	2021	Elife	KSHV-encoded vCyclin can modulate HIF1α levels to promote DNA replication in hypoxia.	"Rajnish Kumar Singh, Yonggang Pei, Dipayan Bose, Zachary L Lamplugh, Kunfeng Sun, Yan Yuan, Paul Lieberman, Jianxin You, Erle S Robertson"		0		N/A		10.7554/eLife.57436	3P30CA016520-44S5
publication	34279223	PMC8315796	2021	Elife	KSHV-encoded vCyclin can modulate HIF1α levels to promote DNA replication in hypoxia.	"Rajnish Kumar Singh, Yonggang Pei, Dipayan Bose, Zachary L Lamplugh, Kunfeng Sun, Yan Yuan, Paul Lieberman, Jianxin You, Erle S Robertson"		0		N/A		10.7554/eLife.57436	3P30CA016520-44S6
publication	34280415	PMC8440392	2021	J Control Release	Vaccine nanodiscs plus polyICLC elicit robust CD8+ T cell responses in mice and non-human primates.	"Alireza Hassani Najafabadi, Zeynab Izadi Najaf Abadi, Marisa E Aikins, Kathryn E Foulds, Mitzi M Donaldson, Wenmin Yuan, Emeka B Okeke, Jutaek Nam, Yao Xu, Priyan Weerappuli, Taryn Hetrick, David Adams, Patrick A Lester, Andres M Salazar, Dan H Barouch, Anna Schwendeman, Robert A Seder, James J Moon"		0		N/A		10.1016/j.jconrel.2021.07.026	3P30CA046592-31S8
publication	34280415	PMC8440392	2021	J Control Release	Vaccine nanodiscs plus polyICLC elicit robust CD8+ T cell responses in mice and non-human primates.	"Alireza Hassani Najafabadi, Zeynab Izadi Najaf Abadi, Marisa E Aikins, Kathryn E Foulds, Mitzi M Donaldson, Wenmin Yuan, Emeka B Okeke, Jutaek Nam, Yao Xu, Priyan Weerappuli, Taryn Hetrick, David Adams, Patrick A Lester, Andres M Salazar, Dan H Barouch, Anna Schwendeman, Robert A Seder, James J Moon"		0		N/A		10.1016/j.jconrel.2021.07.026	3P30CA046592-31S4
publication	34282330	PMC8319109	2021	Nat Immunol	BATF and IRF4 cooperate to counter exhaustion in tumor-infiltrating CAR T cells.	"Hyungseok Seo, Edahí González-Avalos, Wade Zhang, Payal Ramchandani, Chao Yang, Chan-Wang J Lio, Anjana Rao, Patrick G Hogan"		1		N/A		10.1038/s41590-021-00964-8	1U01DE028227-01
publication	34283049	PMC8268955	2021	Cancers (Basel)	Comprehensive Somatic Copy Number Analysis Using Aqueous Humor Liquid Biopsy for Retinoblastoma.	"Mary E Kim, Ashley Polski, Liya Xu, Rishvanth K Prabakar, Chen-Ching Peng, Mark W Reid, Rachana Shah, Peter Kuhn, David Cobrinik, James Hicks, Jesse L Berry"		0		N/A		10.3390/cancers13133340	3P30CA014089-45S6
publication	34288725		2021	Am J Physiol Gastrointest Liver Physiol	Use of human tissue stem cell-derived organoid cultures to model enterohepatic circulation.	"Sarah E Blutt, Sue E Crawford, Carolyn Bomidi, Xi-Lei Zeng, James R Broughman, Matthew Robertson, Cristian Coarfa, Mary Elizabeth M Tessier, Tor Savidge, F Blaine Hollinger, Steven A Curley, Mark Donowitz, Mary K Estes"		0		N/A		10.1152/ajpgi.00177.2021	3P30CA125123-14S6
publication	34290089	PMC8294764	2021	Sci Adv	Nuclear NAD+ homeostasis governed by NMNAT1 prevents apoptosis of acute myeloid leukemia stem cells.	"Xiangguo Shi, Yajian Jiang, Ayumi Kitano, Tianyuan Hu, Rebecca L Murdaugh, Yuan Li, Kevin A Hoegenauer, Rui Chen, Koichi Takahashi, Daisuke Nakada"		0		N/A		10.1126/sciadv.abf3895	3P30CA125123-14S6
publication	34295327	PMC8289709	2021	Front Immunol	Adjacent Cell Marker Lateral Spillover Compensation and Reinforcement for Multiplexed Images.	"Yunhao Bai, Bokai Zhu, Xavier Rovira-Clave, Han Chen, Maxim Markovic, Chi Ngai Chan, Tung-Hung Su, David R McIlwain, Jacob D Estes, Leeat Keren, Garry P Nolan, Sizun Jiang"		0		N/A		10.3389/fimmu.2021.652631	1U2CCA233195-01
publication	34295871	PMC8290163	2021	Front Public Health	The Importance of Mental Models in Implementation Science.	"Jodi Summers Holtrop, Laura D Scherer, Daniel D Matlock, Russell E Glasgow, Lee A Green"		0		N/A		10.3389/fpubh.2021.680316	1P50CA244688-01
publication	34298133	PMC8429239	2021	Bioorg Med Chem Lett	Anticancer properties of bisaminoquinolines with modified linkers.	"Yuanhao Wang, Vaibhav Jain, Amanda Versace, Monika Bhardwaj, Mary Ann S Crissey, Ravi K Amaravadi, Jeffrey D Winkler"		0		N/A		10.1016/j.bmcl.2021.128272	3P30CA016520-44S5
publication	34298133	PMC8429239	2021	Bioorg Med Chem Lett	Anticancer properties of bisaminoquinolines with modified linkers.	"Yuanhao Wang, Vaibhav Jain, Amanda Versace, Monika Bhardwaj, Mary Ann S Crissey, Ravi K Amaravadi, Jeffrey D Winkler"		0		N/A		10.1016/j.bmcl.2021.128272	3P30CA016520-44S6
publication	34301753		2021	Clin Cancer Res	BCMA-Specific ADC MEDI2228 and Daratumumab Induce Synergistic Myeloma Cytotoxicity via IFN-Driven Immune Responses and Enhanced CD38 Expression.	"Lijie Xing, Su Wang, Jiye Liu, Tengteng Yu, Hailin Chen, Kenneth Wen, Yuyin Li, Liang Lin, Phillip A Hsieh, Shih-Feng Cho, Gang An, Lugui Qiu, Krista Kinneer, Nikhil Munshi, Kenneth C Anderson, Yu-Tzu Tai"		0		N/A		10.1158/1078-0432.CCR-21-1621	2P01CA155258-06
publication	34301870	PMC8325339	2021	Proc Natl Acad Sci U S A	Chromosome 10q26-driven age-related macular degeneration is associated with reduced levels of HTRA1 in human retinal pigment epithelium.	"Brandi L Williams, Nathan A Seager, Jamie D Gardiner, Chris M Pappas, Monica C Cronin, Cristina Amat di San Filippo, Robert A Anstadt, Jin Liu, Marc A Toso, Lisa Nichols, Timothy J Parnell, Jacqueline R Eve, Paul L Bartel, Moussa A Zouache, Burt T Richards, Gregory S Hageman"		0		N/A		10.1073/pnas.2103617118	3P30CA042014-31S5
publication	34301922	PMC8302763	2021	Nat Commun	Identification of 22 susceptibility loci associated with testicular germ cell tumors.	"John Pluta, Louise C Pyle, Kevin T Nead, Rona Wilf, Mingyao Li, Nandita Mitra, Benita Weathers, Kurt D'Andrea, Kristian Almstrup, Lynn Anson-Cartwright, Javier Benitez, Christopher D Brown, Stephen Chanock, Chu Chen, Victoria K Cortessis, Alberto Ferlin, Carlo Foresta, Marija Gamulin, Jourik A Gietema, Chiara Grasso, Mark H Greene, Tom Grotmol, Robert J Hamilton, Trine B Haugen, Russ Hauser, Michelle A T Hildebrandt, Matthew E Johnson, Robert Karlsson, Lambertus A Kiemeney, Davor Lessel, Ragnhild A Lothe, Jennifer T Loud, Chey Loveday, Paloma Martin-Gimeno, Coby Meijer, Jérémie Nsengimana, David I Quinn, Thorunn Rafnar, Shweta Ramdas, Lorenzo Richiardi, Rolf I Skotheim, Kari Stefansson, Clare Turnbull, David J Vaughn, Fredrik Wiklund, Xifeng Wu, Daphne Yang, Tongzhang Zheng, Andrew D Wells, Struan F A Grant, Ewa Rajpert-De Meyts, Stephen M Schwartz, D Timothy Bishop, Katherine A McGlynn, Peter A Kanetsky, Katherine L Nathanson"		0		N/A		10.1038/s41467-021-24334-y	3P30CA016520-44S5
